Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002X,LECTURE X1,104,149,2,850,4232,SCHOOL OF BUSINESS,Returning Students [P] and 
ACC1002X,LECTURE X2,74,115,1,900,3476,SCHOOL OF BUSINESS,Returning Students [P] and 
ACC2002,LECTURE B1,61,48,1,1,1500,SCHOOL OF BUSINESS,Returning Students [P] and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
ACC4612D,SECTIONAL TEACHING D1,27,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P] and 
ACC4612E,SECTIONAL TEACHING E1,2,1,1455,1,1455,SCHOOL OF BUSINESS,Returning Students [P] and 
AR1101,DESIGN LECTURE 1,24,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1327,LECTURE 1,20,3,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2101,DESIGN LECTURE 1,36,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2221,LECTURE 1,3,3,854,1,1767,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P] and 
AR2521,LECTURE 1,34,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2723,LECTURE 1,34,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3101,DESIGN LECTURE 1,16,3,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3222,LECTURE 1,16,16,1,1,2000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4101,DESIGN LECTURE 1,14,7,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4103,DESIGN LECTURE 1,25,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4222,LECTURE 1,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4322,LECTURE 1,24,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5011,LECTURE 1,18,6,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5312,LECTURE 1,2,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5321,LECTURE 1,35,9,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AS2236,LECTURE 1,10,4,7,1,83,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,5,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
AS2237,LECTURE 1,9,1,12,1,12,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
AS3238,LECTURE 1,4,1,10,1,10,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
BN3402,LECTURE 1,1,3,2901,4500,4500,ENGINEERING,Returning Students [P]
BN4301,LECTURE 1,1,4,3333,3400,3400,ENGINEERING,Returning Students [P]
BN4406,LECTURE 1,62,1,300,1,300,ENGINEERING,Returning Students [P]
BSP1004X,LECTURE Y1,70,84,1,350,2000,SCHOOL OF BUSINESS,Returning Students [P] and 
,,7,4,2,1,143,SCIENCE,New Students [P]
,,7,4,200,1,351,ENGINEERING,New Students [P]
,,22,2,1,1,401,SCHOOL OF COMPUTING,New Students [P]
BSP1005,LECTURE D1,19,21,16,101,3677,SCHOOL OF BUSINESS,Returning Students [P] and 
,,7,6,1,1,647,SCHOOL OF COMPUTING,New Students [P]
BSP1005,LECTURE D2,18,23,150,350,4300,SCHOOL OF BUSINESS,Returning Students [P] and 
,,1,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
,,2,1,745,1,745,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
BSP1005,LECTURE D3,55,33,1,1,2119,SCHOOL OF BUSINESS,Returning Students [P] and 
,,8,3,5,1,296,SCIENCE,New Students [P]
,,10,7,1,1,747,ENGINEERING,New Students [P]
BSP2001,LECTURE X1,24,5,1,1,938,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP2001,LECTURE X2,28,7,1,1,300,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP2005,LECTURE E1,67,2,101,1,129,SCHOOL OF BUSINESS,Returning Students [P] and 
,,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
BSP2005,LECTURE E2,51,3,1,1,212,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP3513,SECTIONAL TEACHING V1,29,15,1,1,1000,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP4513,SECTIONAL TEACHING C1,3,2,1,1,3,SCHOOL OF BUSINESS,Returning Students [P] and 
CE2134,LECTURE 1,20,0,0,0,0,ENGINEERING,New Students [P]
CE2155,LECTURE 1,34,0,0,0,0,ENGINEERING,Returning Students [P]
,,13,0,0,0,0,ENGINEERING,New Students [P]
CE2184,LECTURE 1,5,13,1,570,1430,ENGINEERING,Returning Students [P] and 
,,13,0,0,0,0,ENGINEERING,New Students [P]
CE2407,LECTURE 1,5,5,1,1,500,ENGINEERING,Returning Students [P] and 
CE2409,LECTURE 1,6,5,1,1,1500,ENGINEERING,Returning Students [P] and 
,,137,0,0,0,0,ENGINEERING,New Students [P]
CE3101,PACKAGED LECTURE 1,3,7,3,2000,2600,ENGINEERING,Returning Students [P] and 
CE3115,LECTURE 1,8,1,1,1,1,ENGINEERING,Returning Students [P]
CE3121,LECTURE 1,10,1,1,1,1,ENGINEERING,Returning Students [P]
CE3166,LECTURE 1,27,1,1,1,1,ENGINEERING,Returning Students [P]
CE4103,LECTURE Dsg,16,4,1,1,1,ENGINEERING,Returning Students [P]
CE4104,LECTURE Prj,11,7,1,1,2,ENGINEERING,Returning Students [P]
CE4257,LECTURE 1,19,0,0,0,0,ENGINEERING,Returning Students [P]
CE5101,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
CE5104,LECTURE 1,4,0,0,0,0,ENGINEERING,Returning Students [P]
CE5108,LECTURE 1,6,0,0,0,0,ENGINEERING,Returning Students [P]
CE5113,LECTURE 1,14,0,0,0,0,ENGINEERING,Returning Students [P]
