Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,19,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B1,7,26,1,1591,4888,SCHOOL OF BUSINESS,Returning Students [P] and 
,,1,1,250,1,250,ENGINEERING,New Students [P]
ACC1002X,LECTURE B2,4,14,1,1550,2000,SCHOOL OF BUSINESS,Returning Students [P] and 
,,2,3,348,360,537,SCIENCE,New Students [P]
ACC2002,LECTURE B1,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
AR1101,DESIGN LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1121,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,11,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1221,LECTURE 1,4,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2101,DESIGN LECTURE 1,38,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2221,LECTURE 1,43,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2511,LECTURE 1,56,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2723,LECTURE 1,43,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3101,DESIGN LECTURE 1,29,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3222,LECTURE 1,17,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4101,DESIGN LECTURE 1,35,1,10,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4103,DESIGN LECTURE 1,31,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4323,LECTURE 1,38,3,1,1,5000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5011,LECTURE 1,57,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5312,LECTURE 1,22,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5321,LECTURE 1,61,3,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AS2237,LECTURE 1,4,5,30,150,1000,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
AS3231,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
AS3234,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
BN3402,LECTURE 1,1,0,0,0,0,ENGINEERING,Returning Students [P]
BN4301,LECTURE 1,21,1,1,1,1,ENGINEERING,Returning Students [P]
BN4403,LECTURE 1,17,1,1,1,1,ENGINEERING,Returning Students [P]
BN4406,LECTURE 1,44,1,2,1,2,ENGINEERING,Returning Students [P]
BSP1004X,LECTURE Y1,5,12,1,760,1900,SCHOOL OF BUSINESS,Returning Students [P] and 
,,3,4,8,390,398,SCIENCE,New Students [P]
,,1,2,100,303,303,ENGINEERING,New Students [P]
,,13,1,1,1,1,SCHOOL OF COMPUTING,New Students [P]
,,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
BSP1005,LECTURE D1,1,6,100,770,770,SCHOOL OF BUSINESS,Returning Students [P] and 
,,9,4,1,1,500,SCIENCE,New Students [P]
BSP1005,LECTURE D2,2,8,50,999,2201,SCHOOL OF BUSINESS,Returning Students [P] and 
,,1,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
BSP1005,LECTURE D3,1,5,100,2111,2111,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP2001,LECTURE A1,2,6,101,900,1116,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP3513,SECTIONAL TEACHING B1,37,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP4512,SECTIONAL TEACHING D1,1,4,1,2343,2343,SCHOOL OF BUSINESS,Returning Students [P]
BSP4513,SECTIONAL TEACHING C1,20,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
CE2134,LECTURE 1,21,0,0,0,0,ENGINEERING,Returning Students [P]
,,9,0,0,0,0,ENGINEERING,New Students [P]
CE2155,LECTURE 1,42,0,0,0,0,ENGINEERING,Returning Students [P]
,,9,0,0,0,0,ENGINEERING,New Students [P]
CE2184,LECTURE 1,47,2,1,1,1,ENGINEERING,Returning Students [P] and 
,,30,0,0,0,0,ENGINEERING,New Students [P]
CE2407,LECTURE 1,2,5,1,50,200,ENGINEERING,Returning Students [P] and 
,,29,0,0,0,0,ENGINEERING,New Students [P]
CE2409,LECTURE 1,12,0,0,0,0,ENGINEERING,Returning Students [P] and 
,,156,0,0,0,0,ENGINEERING,New Students [P]
CE3101,LECTURE 1,15,2,1,1,1,ENGINEERING,Returning Students [P] and 
,,10,0,0,0,0,ENGINEERING,New Students [P]
CE3115,LECTURE 1,12,1,1,1,1,ENGINEERING,Returning Students [P]
,,20,0,0,0,0,ENGINEERING,New Students [P]
CE3121,LECTURE 1,23,1,1,1,1,ENGINEERING,Returning Students [P]
,,20,0,0,0,0,ENGINEERING,New Students [P]
CE3166,LECTURE 1,41,1,1,1,1,ENGINEERING,Returning Students [P]
,,20,0,0,0,0,ENGINEERING,New Students [P]
CE4103,LECTURE Dsg,20,1,1,1,1,ENGINEERING,Returning Students [P]
CE4104,LECTURE Prj,19,0,0,0,0,ENGINEERING,Returning Students [P]
CE4257,LECTURE 1,23,0,0,0,0,ENGINEERING,Returning Students [P]
CE5101,LECTURE 1,18,0,0,0,0,ENGINEERING,Returning Students [P]
CE5104,LECTURE 1,11,1,1,1,1,ENGINEERING,Returning Students [P]
CE5108,LECTURE 1,9,2,1,1,8,ENGINEERING,Returning Students [P]
CE5113,LECTURE 1,5,0,0,0,0,ENGINEERING,Returning Students [P]
CE5203,LECTURE 1,10,0,0,0,0,ENGINEERING,Returning Students [P]
CE5205,LECTURE 1,11,1,236,1,236,ENGINEERING,Returning Students [P]
CE5307,LECTURE 1,9,0,0,0,0,ENGINEERING,Returning Students [P]
CE5312,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
CE5509,LECTURE 1,12,0,0,0,0,ENGINEERING,Returning Students [P]
CE5510,LECTURE 1,15,1,666,1,666,ENGINEERING,Returning Students [P]
