Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,18,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B1,75,117,5,1200,3981,SCHOOL OF BUSINESS,Returning Students [P] and 
,,3,9,281,747,747,ENGINEERING,New Students [P]
ACC1002X,LECTURE B2,108,140,1,599,2546,SCHOOL OF BUSINESS,Returning Students [P] and 
,,2,2,1,1,746,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
ACC2002,LECTURE B1,40,51,10,500,2069,SCHOOL OF BUSINESS,Returning Students [P] and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
AR1101,DESIGN LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,13,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1121,LECTURE 1,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,12,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1221,LECTURE 1,3,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2101,DESIGN LECTURE 1,40,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2221,LECTURE 1,45,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2511,LECTURE 1,62,8,1,1,37,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2723,LECTURE 1,45,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3101,DESIGN LECTURE 1,44,15,1,1,3300,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3222,LECTURE 1,20,13,1,1,500,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4101,DESIGN LECTURE 1,37,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4103,DESIGN LECTURE 1,35,4,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4323,LECTURE 1,43,5,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5011,LECTURE 1,59,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5312,LECTURE 1,23,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5321,LECTURE 1,68,7,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AS2237,LECTURE 1,6,2,20,1,150,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
AS3231,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
AS3234,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
BN3402,LECTURE 1,2,1,1,1,1,ENGINEERING,Returning Students [P]
BN4301,LECTURE 1,22,1,1,1,1,ENGINEERING,Returning Students [P]
BN4403,LECTURE 1,17,0,0,0,0,ENGINEERING,Returning Students [P]
BN4406,LECTURE 1,44,0,0,0,0,ENGINEERING,Returning Students [P]
BSP1004X,LECTURE Y1,79,98,1,301,1885,SCHOOL OF BUSINESS,Returning Students [P] and 
,,4,2,1,1,63,SCIENCE,New Students [P]
,,16,4,1,1,610,SCHOOL OF COMPUTING,New Students [P]
,,2,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
BSP1005,LECTURE D1,47,59,40,125,1118,SCHOOL OF BUSINESS,Returning Students [P] and 
,,14,5,1,1,143,SCIENCE,New Students [P]
BSP1005,LECTURE D2,40,57,27,150,1300,SCHOOL OF BUSINESS,Returning Students [P] and 
,,1,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,New Students [P]
BSP1005,LECTURE D3,20,29,100,250,4332,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP2001,LECTURE A1,1,8,598,1925,1925,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP2001,LECTURE A2,1,4,50,1870,1870,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP2005,LECTURE E1,39,3,1,1,1,SCHOOL OF BUSINESS,Returning Students [P] and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
BSP2005,LECTURE E2,32,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P] and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
BSP3513,SECTIONAL TEACHING B1,49,12,1,1,338,SCHOOL OF BUSINESS,Returning Students [P] and 
BSP4512,SECTIONAL TEACHING D1,1,4,503,2000,2000,SCHOOL OF BUSINESS,Returning Students [P]
BSP4513,SECTIONAL TEACHING C1,20,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
CE2134,LECTURE 1,24,3,1,1,1,ENGINEERING,Returning Students [P]
,,9,0,0,0,0,ENGINEERING,New Students [P]
CE2155,LECTURE 1,43,3,1,1,1,ENGINEERING,Returning Students [P]
,,9,0,0,0,0,ENGINEERING,New Students [P]
CE2184,LECTURE 1,59,14,1,1,515,ENGINEERING,Returning Students [P] and 
,,30,0,0,0,0,ENGINEERING,New Students [P]
CE2407,LECTURE 1,10,12,1,2,612,ENGINEERING,Returning Students [P] and 
,,29,0,0,0,0,ENGINEERING,New Students [P]
CE2409,LECTURE 1,15,3,10,1,60,ENGINEERING,Returning Students [P] and 
,,156,0,0,0,0,ENGINEERING,New Students [P]
CE3101,LECTURE 1,16,4,1,1,3000,ENGINEERING,Returning Students [P] and 
,,10,0,0,0,0,ENGINEERING,New Students [P]
CE3115,LECTURE 1,13,1,1,1,1,ENGINEERING,Returning Students [P]
,,20,0,0,0,0,ENGINEERING,New Students [P]
CE3121,LECTURE 1,22,0,0,0,0,ENGINEERING,Returning Students [P]
,,20,0,0,0,0,ENGINEERING,New Students [P]
CE3166,LECTURE 1,41,0,0,0,0,ENGINEERING,Returning Students [P]
,,20,0,0,0,0,ENGINEERING,New Students [P]
CE4103,LECTURE Dsg,24,4,1,1,1,ENGINEERING,Returning Students [P]
CE4104,LECTURE Prj,25,7,1,1,1,ENGINEERING,Returning Students [P]
CE4257,LECTURE 1,23,0,0,0,0,ENGINEERING,Returning Students [P]
CE5101,LECTURE 1,18,0,0,0,0,ENGINEERING,Returning Students [P]
CE5104,LECTURE 1,12,1,1,1,1,ENGINEERING,Returning Students [P]
CE5108,LECTURE 1,9,1,1,1,1,ENGINEERING,Returning Students [P]
CE5113,LECTURE 1,6,1,1,1,1,ENGINEERING,Returning Students [P]
CE5203,LECTURE 1,10,0,0,0,0,ENGINEERING,Returning Students [P]
CE5205,LECTURE 1,11,0,0,0,0,ENGINEERING,Returning Students [P]
CE5307,LECTURE 1,9,0,0,0,0,ENGINEERING,Returning Students [P]
CE5312,LECTURE 1,13,0,0,0,0,ENGINEERING,Returning Students [P]
CE5509,LECTURE 1,12,1,1,1,1,ENGINEERING,Returning Students [P]
CE5510,LECTURE 1,16,1,1,1,1,ENGINEERING,Returning Students [P]
CE5514,LECTURE 1,12,0,0,0,0,ENGINEERING,Returning Students [P]
CE5610,LECTURE 1,23,0,0,0,0,ENGINEERING,Returning Students [P]
CE5806,LECTURE 1,2,3,545,2890,3500,ENGINEERING,Returning Students [P]
CG2271,LECTURE 1,15,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CG3002,LECTURE 1,15,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CG3204L,LECTURE 1,19,1,100,1,100,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CG3207,LECTURE 1,39,0,0,0,0,JOINT MULTI-DISCIPLINARY PROGRAMMES,Returning Students [P]
CH1101E,LECTURE 1,55,22,1,1,800,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,88,5,1,1,60,ARTS & SOCIAL SCIENCES,New Students [P]
CH2121,LECTURE 1,108,21,1,1,555,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
