Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,4,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B1,22,43,1,2300,4447,SCHOOL OF BUSINESS,Returning Students [P] and 
,,24,8,1,1,350,SCHOOL OF COMPUTING,New Students [P]
ACC1002X,LECTURE B2,46,74,1,1738,5218,SCHOOL OF BUSINESS,Returning Students [P] and 
ACC2002,LECTURE B,4,16,10,1915,1958,SCHOOL OF BUSINESS,Returning Students [P] and 
,,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
ACC3601,SECTIONAL TEACHING A1,9,17,74,1002,1513,SCHOOL OF BUSINESS,Returning Students [P]
ACC3601,SECTIONAL TEACHING A2,37,15,27,1,1413,SCHOOL OF BUSINESS,Returning Students [P]
ACC3601,SECTIONAL TEACHING A3,27,45,120,1305,2000,SCHOOL OF BUSINESS,Returning Students [P]
ACC3602,SECTIONAL TEACHING B1,13,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3602,SECTIONAL TEACHING B2,6,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3603,SECTIONAL TEACHING C2,6,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3604,SECTIONAL TEACHING D2,7,3,1,1,88,SCHOOL OF BUSINESS,Returning Students [P]
ACC3605,SECTIONAL TEACHING E1,3,2,1,1,88,SCHOOL OF BUSINESS,Returning Students [P]
ACC3605,SECTIONAL TEACHING E2,14,1,50,1,50,SCHOOL OF BUSINESS,Returning Students [P]
ACC3614,SECTIONAL TEACHING H1,20,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
AR1101,DESIGN TUTORIAL 1,26,4,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1121,LECTURE 1,28,4,1,1,2,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1221,LECTURE 1,20,8,1,1,59,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2101,DESIGN TUTORIAL 1,12,4,1,1,51,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2723,LECTURE 1,10,19,1,51,2390,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3101,DESIGN TUTORIAL 1,59,1,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3222,LECTURE 1,67,29,1,1,1349,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P] and 
AR4101,DESIGN TUTORIAL 1,43,1,10,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4101,DESIGN TUTORIAL 3,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR4103,DESIGN TUTORIAL 1,12,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4103,DESIGN TUTORIAL 3,1,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR5011,LECTURE 1,76,2,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5321,LECTURE 1,19,3,10,1,5000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR5610,LECTURE 1,6,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AS2213,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
AS2237,LECTURE 1,2,2,200,1,239,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
AS3234,LECTURE 1,2,1,1,1,1,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
AS3238,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
BCP4002A,LECTURE ZA1,498,5,1,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
BCP4002B,LECTURE ZB1,500,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001A,LECTURE ZA1,500,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001B,LECTURE ZB1,500,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
BHT4001C,LECTURE ZC1,500,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
