Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,25,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
,,8,7,1,1,1268,SCHOOL OF BUSINESS,New Students [P]
ACC1002X,LECTURE B1,7,1,1,1,1,SCIENCE,Returning Students [P]
,,120,141,1,1000,6050,ENGINEERING,Returning Students [P]
,,20,3,50,1,207,SCHOOL OF COMPUTING,Returning Students [P]
,,46,2,1,1,5,SCHOOL OF BUSINESS,Returning Students [P]
,,10,0,0,0,0,SCIENCE,New Students [P]
,,40,51,1,760,1567,ENGINEERING,New Students [P]
,,41,12,1,1,400,SCHOOL OF COMPUTING,New Students [P]
,,15,18,58,200,700,SCHOOL OF BUSINESS,New Students [P]
ACC1002X,LECTURE B2,8,0,0,0,0,SCIENCE,Returning Students [P]
,,120,134,1,100,4811,ENGINEERING,Returning Students [P]
,,29,1,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
,,44,2,1,1,2,SCHOOL OF BUSINESS,Returning Students [P]
,,10,0,0,0,0,SCIENCE,New Students [P]
,,40,34,1,1,1567,ENGINEERING,New Students [P]
,,30,5,1,1,50,SCHOOL OF COMPUTING,New Students [P]
,,15,16,1,100,455,SCHOOL OF BUSINESS,New Students [P]
ACC1006,LECTURE C,16,12,1,1,500,SCHOOL OF BUSINESS,Returning Students [P]
,,6,9,450,650,1356,SCHOOL OF BUSINESS,New Students [P]
ACC2002,LECTURE B1,3,3,1,1,100,SCHOOL OF COMPUTING,Returning Students [P]
,,19,7,1,1,211,SCHOOL OF BUSINESS,Returning Students [P]
,,2,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
,,7,6,1,1,100,SCHOOL OF BUSINESS,New Students [P]
ACC2002,LECTURE B2,3,2,1,1,1,SCHOOL OF COMPUTING,Returning Students [P]
,,22,16,1,1,1000,SCHOOL OF BUSINESS,Returning Students [P]
,,2,3,1,100,250,SCHOOL OF COMPUTING,New Students [P]
,,8,10,101,200,1293,SCHOOL OF BUSINESS,New Students [P]
ACC3601,SECTIONAL TEACHING E2,2,2,101,1,1500,SCHOOL OF BUSINESS,Returning Students [P]
ACC3606,SECTIONAL TEACHING A1,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3606,SECTIONAL TEACHING A2,3,1,1,1,1,SCHOOL OF BUSINESS,Returning Students [P]
ACC3611,SECTIONAL TEACHING E3,4,5,300,300,1352,SCHOOL OF BUSINESS,Returning Students [P]
ACC3612,SECTIONAL TEACHING G3,3,12,157,1150,2295,SCHOOL OF BUSINESS,Returning Students [P]
ACC3613,SECTIONAL TEACHING D1,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3613,SECTIONAL TEACHING D2,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3613,SECTIONAL TEACHING D3,2,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3615,SECTIONAL TEACHING E1,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3615,SECTIONAL TEACHING E2,3,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC3615,SECTIONAL TEACHING E3,2,1,1938,1,1938,SCHOOL OF BUSINESS,Returning Students [P]
AR1102,DESIGN TUTORIAL 1,2,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,147,134,1,1,501,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1326,LECTURE 1,150,135,1,1,501,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1721,LECTURE 1,150,133,1,1,501,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2102,DESIGN TUTORIAL 1,120,95,1,1,3199,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,20,19,1,1,5,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2223,LECTURE 1,120,90,1,1,803,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,20,18,1,1,5,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2326,LECTURE 1,120,94,1,1,803,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,20,8,1,1,5,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2724,LECTURE 1,127,92,1,1,803,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3102,DESIGN TUTORIAL 1,131,94,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3323,LECTURE 1,135,75,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3324,LECTURE 1,135,97,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4102,DESIGN TUTORIAL 1,60,42,1,1,6000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR4104,DESIGN TUTORIAL 1,50,44,1,1,5000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
