Module,Group,Quota,No,Lowest,Lowest,Highest,Faculty,Student Type
ACC1002,LECTURE B1,5,0,0,0,0,SCHOOL OF BUSINESS,Returning Students [P]
ACC1002X,LECTURE B1,34,58,1,1369,4001,SCHOOL OF BUSINESS,Returning Students [P] and 
ACC1002X,LECTURE B2,31,54,1,1370,3167,SCHOOL OF BUSINESS,Returning Students [P] and 
,,15,8,1,1,747,ENGINEERING,New Students [P]
,,3,1,1,1,1,SCHOOL OF BUSINESS,New Students [P]
ACC1006,LECTURE C,1,1,100,1,100,SCHOOL OF BUSINESS,Returning Students [P]
ACC2002,LECTURE B,19,30,1,911,2068,SCHOOL OF BUSINESS,Returning Students [P] and 
,,5,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
AR1101,DESIGN LECTURE 1,27,6,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1121,LECTURE 1,26,6,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR1221,LECTURE 1,35,7,1,1,250,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR2101,DESIGN LECTURE 1,35,4,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2221,LECTURE 1,26,6,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2511,PACKAGED LECTURE 1,35,5,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR2723,LECTURE 1,63,6,1,1,100,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3101,DESIGN LECTURE 1,28,13,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR3222,LECTURE 1,26,12,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
AR4101,DESIGN LECTURE 1,30,3,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR4103,DESIGN LECTURE 1,32,4,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR4322,LECTURE 1,37,3,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR5011,LECTURE 1,45,4,1,1,10,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR5312,LECTURE 1,23,2,1,1,1,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR5321,LECTURE 1,32,6,1,1,1000,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,10,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AR5610,LECTURE 1,17,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,Returning Students [P]
,,5,0,0,0,0,SCHOOL OF DESIGN AND ENVIRONMENT,New Students [P]
AS2237,LECTURE 1,2,4,1,512,1058,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
AS3232,SEMINAR-STYLE MODULE CLASS 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
AS3234,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P] and 
,,1,0,0,0,0,ARTS & SOCIAL SCIENCES,New Students [P]
AS3240,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
AS4231,SEMINAR-STYLE MODULE CLASS 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,Returning Students [P]
BN4301,LECTURE 1,2,5,3333,4007,4025,ENGINEERING,Returning Students [P]
BSP1004,LECTURE D1,28,41,174,816,3845,SCHOOL OF BUSINESS,Returning Students [P] and 
,,10,0,0,0,0,SCHOOL OF COMPUTING,New Students [P]
BSP1004,LECTURE D2,23,29,350,786,2067,SCHOOL OF BUSINESS,Returning Students [P] and 
,,3,7,77,250,549,SCIENCE,New Students [P]
,,8,4,1,1,600,SCHOOL OF COMPUTING,New Students [P]
BSP1005A,LECTURE D1,27,24,1,1,704,SCHOOL OF BUSINESS,Returning Students [P] and 
,,1,3,251,748,748,ENGINEERING,New Students [P]
,,8,7,10,1,400,SCHOOL OF COMPUTING,New Students [P]
